,brand,tv_type,resolution,resolution_type,x_resolution,y_resolution,screen_size,processor_core,processor_ram,processor_inbuilt_storage,num_speakers,speaker_output,hd,has_wifi,has_ethernet,is_smart,is_ultra_slim,viewing_angle,num_hdmi_ports,num_usb_ports,rating,price
165,infinix,led,,missing,1366,768,32.0,4.0,,4.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,47.0,8999.0
166,lg,led,4K Resolution,4K Resolution,3840,2160,43.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,1.0,63.0,28990.0
167,oneplus,led,4K Resolution,4K Resolution,3840,2160,50.0,,2.0,8.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,32999.0
168,thomson,led,,missing,1366,768,32.0,4.0,0.5,4.0,2.0,30.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,48.0,9999.0
169,sony,led,4K Resolution,4K Resolution,3840,2160,55.0,,,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,74.0,74690.0
170,sony,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,64.0,48900.0
171,,,,,,,,,,,,,,,,,,,,,,
172,samsung,led,4K Resolution,4K Resolution,3840,2160,85.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,83.0,319990.0
173,xiaomi,led,Full HD,missing,1920,1080,43.0,4.0,1.5,8.0,2.0,24.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,54.0,22999.0
174,haier,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,71.0,44899.0
175,samsung,qled,4K Resolution,4K Resolution,3840,2160,55.0,,,,,60.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,80.0,79990.0
176,,,,,,,,,,,,,,,,,,,,,,
177,samsung,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,1.0,46.0,20990.0
178,samsung,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,1.0,46.0,18490.0
179,sansui,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,52.0,9499.0
180,samsung,led,Full HD,missing,1920,1080,43.0,,,,2.0,20.0,Full HD,1.0,0.0,1.0,0.0,178.0,2.0,1.0,51.0,24990.0
181,samsung,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,1.0,44.0,16490.0
182,xiaomi,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,73.0,33999.0
183,realme,led,,missing,1366,768,32.0,,1.0,8.0,4.0,24.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,50.0,10990.0
184,vu,led,4K Resolution,4K Resolution,3840,2160,43.0,,1.5,8.0,4.0,40.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,69.0,25999.0
185,xiaomi,qled,4K Resolution,4K Resolution,3840,2160,75.0,,3.0,32.0,4.0,,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,73.0,80990.0
186,lg,led,,missing,1366,768,32.0,4.0,1.0,4.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,52.0,17617.0
187,samsung,qled,8K Resolution,8K Resolution,7680,4320,98.0,,,,4.0,40.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,4.0,3.0,98.0,5999900.0
188,iffalcon,led,,missing,1366,768,32.0,,1.0,8.0,2.0,16.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,44.0,7999.0
189,haier,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,32.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,70.0,42990.0
190,panasonic,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,66.0,46990.0
191,panasonic,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,63.0,34390.0
192,tcl,led,4K Resolution,4K Resolution,3840,2160,85.0,,2.0,16.0,2.0,15.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,81.0,199990.0
193,acer,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,76.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,74.0,39999.0
194,croma,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,0.0,1.0,1.0,,,2.0,2.0,32.0,7190.0
195,samsung,oled,4K Resolution,4K Resolution,3840,2160,83.0,,,,2.0,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,80.0,645999.0
196,samsung,oled,4K Resolution,4K Resolution,3840,2160,77.0,,,,2.0,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,80.0,510999.0
197,samsung,oled,4K Resolution,4K Resolution,3840,2160,83.0,,,,2.0,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,80.0,599999.0
198,motorola,led,,missing,1366,768,32.0,4.0,1.5,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,52.0,12499.0
199,vu,qled,4K Resolution,4K Resolution,3840,2160,98.0,,3.0,,,204.0,Ultra HD,1.0,1.0,1.0,1.0,,4.0,2.0,83.0,599999.0
200,sony,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,64.0,48900.0
201,sony,led,4K Resolution,4K Resolution,3840,2160,55.0,,,16.0,2.0,20.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,68.0,62890.0
202,,,,,,,,,,,,,,,,,,,,,,
203,samsung,led,4K Resolution,4K Resolution,3840,2160,85.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,83.0,319990.0
204,haier,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,71.0,44899.0
205,,,,,,,,,,,,,,,,,,,,,,
206,xiaomi,led,Full HD,missing,1920,1080,43.0,,1.0,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,55.0,19999.0
207,thomson,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,8.0,2.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,70.0,20999.0
208,xiaomi,led,4K Resolution,4K Resolution,3840,2160,43.0,4.0,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,30999.0
209,samsung,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,1.0,46.0,20990.0
210,itel,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,8.0,2.0,20.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,69.0,46999.0
211,samsung,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,1.0,46.0,18490.0
212,sansui,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,52.0,9499.0
213,lg,led,,missing,1366,768,32.0,,,,2.0,10.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,44.0,13490.0
214,oneplus,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,46.0,14999.0
215,samsung,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,1.0,44.0,16490.0
216,xiaomi,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,73.0,33999.0
217,realme,led,,missing,1366,768,32.0,,1.0,8.0,4.0,24.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,50.0,11990.0
218,xiaomi,qled,4K Resolution,4K Resolution,3840,2160,75.0,,3.0,32.0,4.0,,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,73.0,80990.0
219,lg,led,,missing,1366,768,32.0,4.0,1.0,4.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,52.0,17629.0
220,bush,led,,missing,1366,768,31.5,,,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,44.0,9990.0
221,samsung,qled,8K Resolution,8K Resolution,7680,4320,98.0,,,,4.0,40.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,4.0,3.0,98.0,5999900.0
222,iffalcon,led,,missing,1366,768,32.0,,1.0,8.0,2.0,16.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,44.0,7999.0
223,panasonic,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,66.0,46990.0
224,panasonic,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,63.0,34490.0
225,nu,qled,4K Resolution,4K Resolution,3840,2160,55.0,4.0,,,2.0,30.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,66.0,33990.0
226,samsung,oled,4K Resolution,4K Resolution,3840,2160,83.0,,,,2.0,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,80.0,645999.0
227,samsung,oled,4K Resolution,4K Resolution,3840,2160,77.0,,,,2.0,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,80.0,510999.0
228,samsung,oled,4K Resolution,4K Resolution,3840,2160,83.0,,,,2.0,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,80.0,599999.0
229,samsung,oled,4K Resolution,4K Resolution,3840,2160,77.0,,,,2.0,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,79.0,449999.0
230,acer,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,76.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,74.0,39999.0
231,croma,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,0.0,1.0,1.0,,,2.0,2.0,32.0,7190.0
232,redmi,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,179.0,2.0,2.0,49.0,13999.0
233,sony,led,4K Resolution,4K Resolution,3840,2160,75.0,,,,2.0,30.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,78.0,275490.0
234,motorola,led,,missing,1366,768,32.0,4.0,1.5,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,52.0,12499.0
235,vu,qled,4K Resolution,4K Resolution,3840,2160,98.0,,3.0,,,204.0,Ultra HD,1.0,1.0,1.0,1.0,,4.0,2.0,83.0,599999.0
236,samsung,led,4K Resolution,4K Resolution,3840,2160,75.0,,,,2.0,20.0,Ultra HD,1.0,0.0,1.0,,,3.0,1.0,70.0,136990.0
237,xiaomi,led,4K Resolution,4K Resolution,3840,2160,65.0,,2.0,8.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,61999.0
238,xiaomi,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,8.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,69.0,28999.0
239,lg,led,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,72.0,52990.0
240,redmi,led,4K Resolution,4K Resolution,3840,2160,65.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,2.0,2.0,62.0,22899.0
241,panasonic,led,Full HD,missing,1920,1080,43.0,,,,2.0,20.0,Full HD,1.0,1.0,1.0,,,2.0,2.0,48.0,33990.0
242,xiaomi,led,Full HD,missing,1920,1080,40.0,4.0,1.5,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,54.0,21499.0
243,xiaomi,led,Full HD,missing,1920,1080,43.0,4.0,1.5,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,54.0,23999.0
244,gangnam,led,,missing,1366,768,32.0,4.0,1.0,8.0,2.0,24.0,HD,1.0,1.0,1.0,,,2.0,2.0,46.0,7299.0
245,,,,,,,,,,,,,,,,,,,,,,
246,onida,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,24.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,65.0,50999.0
247,onida,led,4K Resolution,4K Resolution,3840,2160,54.72,,,,2.0,24.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,64.0,32999.0
248,haier,led,4K Resolution,4K Resolution,3840,2160,65.0,,2.0,32.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,74.0,59990.0
249,vw,qled,4K Resolution,4K Resolution,3840,2160,50.0,,1.5,8.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,66.0,31999.0
250,infinix,qled,,missing,1366,768,32.0,4.0,,,2.0,20.0,HD,1.0,1.0,1.0,,,3.0,2.0,45.0,9999.0
251,hisense,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,3.0,60.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,76.0,61999.0
252,xiaomi,led,4K Resolution,4K Resolution,3840,2160,65.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,70.0,26499.0
253,xiaomi,led,4K Resolution,4K Resolution,3840,2160,75.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,71.0,34199.0
254,hisense,led,4K Resolution,4K Resolution,3840,2160,50.0,4.0,2.0,16.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,71.0,37990.0
255,sony,led,4K Resolution,4K Resolution,3840,2160,98.0,,,32.0,4.0,40.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,4.0,2.0,86.0,1999999.0
256,infinix,qled,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,1.0,1.0,,,2.0,1.0,41.0,11999.0
257,hisense,led,4K Resolution,4K Resolution,3840,2160,55.0,4.0,2.0,16.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,72.0,43999.0
258,alt,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,45.0,7499.0
259,kodak,led,Full HD,missing,1080,1920,42.0,,2.0,16.0,2.0,30.0,Full HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,59.0,16999.0
260,motorola,led,,missing,1366,768,32.0,,1.0,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,47.0,11999.0
261,motorola,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,,2.0,20.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,68.0,30999.0
262,motorola,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,67.0,22999.0
263,samsung,led,4K Resolution,4K Resolution,3840,2160,75.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,78.0,165990.0
264,samsung,qled,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,67.0,56990.0
265,tcl,qled,4K Resolution,4K Resolution,3840,2160,55.0,4.0,3.0,,2.0,50.0,Ultra HD,1.0,1.0,1.0,1.0,,4.0,1.0,75.0,84999.0
266,samsung,qled,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,68.0,63990.0
267,lg,oled,4K Resolution,4K Resolution,3840,2160,97.0,,,,2.0,60.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,88.0,1999990.0
268,itel,,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,24.0,Ultra HD,1.0,0.0,1.0,,,2.0,2.0,52.0,33999.0
269,iffalcon,led,,missing,1366,768,32.0,4.0,1.0,8.0,2.0,16.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,48.0,10999.0
270,acer,qled,4K Resolution,4K Resolution,3840,2160,65.0,4.0,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,80.0,79999.0
271,acer,qled,4K Resolution,4K Resolution,3840,2160,55.0,4.0,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,78.0,59999.0
272,oneplus,led,Full HD,missing,1920,1080,40.0,,1.0,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,54.0,21999.0
273,vu,led,4K Resolution,4K Resolution,3840,2160,55.0,4.0,2.0,16.0,,50.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,74.0,34999.0
274,tcl,qd led,4K Resolution,4K Resolution,3840,2160,98.0,,4.0,64.0,5.0,60.0,Ultra HD,1.0,0.0,1.0,,,4.0,4.0,73.0,310999.0
275,sony,oled,4K Resolution,4K Resolution,3840,2160,77.0,,,,,,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,82.0,599999.0
276,sony,oled,4K Resolution,4K Resolution,3840,2160,98.0,,,,,,Ultra HD,1.0,1.0,1.0,,,2.0,2.0,81.0,299999.0
277,thomson,led,,missing,1366,768,24.0,,0.5,4.0,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,2.0,47.0,6999.0
278,samsung,oled,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,82.0,199990.0
279,samsung,oled,4K Resolution,4K Resolution,3840,2160,65.0,,,,,70.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,85.0,252490.0
280,samsung,oled,4K Resolution,4K Resolution,3840,2160,55.0,,,,,70.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,83.0,184990.0
281,vw,led,,missing,1366,768,32.0,4.0,,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,46.0,7999.0
282,aiwa,led,,missing,1366,768,32.0,,,,2.0,24.0,HD,1.0,0.0,1.0,,,2.0,2.0,44.0,10999.0
283,tcl,led,,missing,1366,768,32.0,,1.0,,2.0,24.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,51.0,11990.0
284,sansui,qled,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,74.0,37499.0
285,haier,led,Full HD,missing,1920,1080,43.0,,,,2.0,20.0,Full HD,1.0,0.0,1.0,,,3.0,2.0,49.0,27400.0
286,vw,led,Full HD,missing,1920,1080,43.0,,1.0,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,55.0,14999.0
287,letv,led,4K Resolution,4K Resolution,3840,2160,55.0,,3.0,32.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,71.0,18990.0
288,intex,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,52.0,11900.0
289,croma,led,,missing,1366,768,24.0,,,,2.0,16.0,HD,,,1.0,0.0,178.0,2.0,2.0,35.0,5590.0
290,xiaomi,led,4K Resolution,4K Resolution,3840,2160,50.0,,2.0,16.0,2.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,74.0,41999.0
291,samsung,oled,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,60.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,84.0,164490.0
292,lloyd,qled,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,71.0,31990.0
293,letv,led,4K Resolution,4K Resolution,3840,2160,50.0,,2.0,16.0,2.0,16.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,71.0,15999.0
294,iffalcon,led,4K Resolution,4K Resolution,3840,2160,55.0,4.0,2.0,16.0,2.0,19.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,71.0,37999.0
295,compaq,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,63.0,25999.0
296,acer,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,,,1.0,0.0,178.0,2.0,2.0,37.0,7999.0
297,hisense,qled,4K Resolution,4K Resolution,3840,2160,65.0,,3.0,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,77.0,76999.0
298,lg,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,69.0,59899.0
299,lg,oled,4K Resolution,4K Resolution,3840,2160,55.0,,,,4.0,60.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,,3.0,80.0,140999.0
300,lg,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,45.0,19999.0
301,,,,,,,,,,,,,,,,,,,,,,
302,samsung,led,4K Resolution,4K Resolution,3840,2160,55.0,,,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,69.0,48990.0
303,sony,oled,4K Resolution,4K Resolution,3840,2160,55.0,,,16.0,5.0,50.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,83.0,152990.0
304,lg,led,4K Resolution,4K Resolution,3840,2160,54.72,,1.5,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,76.0,56990.0
305,xiaomi,led,4K Resolution,4K Resolution,3840,2160,50.0,4.0,2.0,8.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,34999.0
306,xiaomi,led,4K Resolution,4K Resolution,3840,2160,55.0,4.0,2.0,8.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,39999.0
307,xiaomi,led,,missing,1366,768,32.0,4.0,1.5,8.0,2.0,24.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,53.0,16999.0
308,lg,oled,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,76.0,89990.0
309,lg,led,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,71.0,49970.0
310,lg,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,70.0,47900.0
311,lg,oled,4K Resolution,4K Resolution,3840,2160,48.0,,2.0,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,73.0,75990.0
312,hisense,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,62.0,24999.0
313,lg,led,4K Resolution,4K Resolution,3840,2160,55.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,1.0,67.0,41990.0
314,lg,led,4K Resolution,4K Resolution,3840,2160,43.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,1.0,63.0,28990.0
315,,,,,,,,,,,,,,,,,,,,,,
316,thomson,led,,missing,1366,768,32.0,4.0,0.5,4.0,2.0,30.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,48.0,9999.0
317,sony,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,80.0,139699.0
318,,,,,,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,,,,,,,
320,lg,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,3.0,73.0,54490.0
321,toshiba,led,Full HD,missing,1920,1080,32.0,,1.0,8.0,2.0,16.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,52.0,13990.0
322,samsung,led,4K Resolution,4K Resolution,3840,2160,60.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,75.0,72499.0
323,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,,,
325,sony,led,4K Resolution,4K Resolution,3840,2160,43.0,,,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,69.0,62990.0
326,,,,,,,,,,,,,,,,,,,,,,
327,sony,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,48.0,25990.0
328,sony,led,4K Resolution,4K Resolution,3840,2160,55.0,,,16.0,2.0,20.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,68.0,62890.0
329,hisense,led,Full HD,missing,1920,1080,43.0,,1.0,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,53.0,22801.0
330,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,,,,,
332,samsung,qled,4K Resolution,4K Resolution,3840,2160,65.0,,2.5,8.0,2.0,40.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,4.0,2.0,79.0,132990.0
333,haier,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,71.0,44899.0
334,samsung,qled,4K Resolution,4K Resolution,3840,2160,55.0,,,,,60.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,80.0,79990.0
335,samsung,qled,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,75.0,66990.0
336,samsung,qled,4K Resolution,4K Resolution,3840,2160,55.0,,,,,70.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,3.0,85.0,129990.0
337,samsung,qled,4K Resolution,4K Resolution,3840,2160,65.0,,,,,70.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,3.0,87.0,182990.0
338,beston,led,,missing,1366,768,32.0,,1.5,8.0,,,HD,1.0,1.0,1.0,0.0,178.0,2.0,3.0,52.0,9780.0
339,,,,,,,,,,,,,,,,,,,,,,
